Row.names	Control	CNV	PCV	Row.names.y	label.CNV	label.PCV	label.both	sum_formula	compound_name	logFC.PCV	AveExpr.PCV	t.PCV	P.Value.PCV	adj.P.Val.PCV	B.PCV	label.PCV	logFC.CNV	AveExpr.CNV	t.CNV	P.Value.CNV	adj.P.Val.CNV	B.CNV	label.CNV	FC_ctrl_CNV	FC_ctrl_PCV
716_C11H11NO3_[M+H]+	42835.515	54026.545	55006.285	716_C11H11NO3_[M+H]+	Not significant	Not significant	Not significant	C11H11NO3	Indolelacticacid5-MethoxyindoleacetateCinnamoylglycineEdulitineMethyl1-methoxy-1H-indole-3-carboxylate3-Indolehydracrylicacid	-0.363199382	15.51773526	-1.904651151	0.061784209	0.20096127	-5.377836035	Not significant	-0.391928116	15.51773526	-2.028786085	0.04707528	0.154082794	-5.133915107	Not significant	1.261255876	1.284128019
718_C11H22N2O4S_[M+Na]+	42112.9945	51844.465	72176.5035	718_C11H22N2O4S_[M+Na]+	Not significant	Not significant	Not significant	C11H22N2O4S	Pantetheine	-0.776683886	15.43320531	-2.443007842	0.017628586	0.107511181	-4.285226141	Not significant	-0.4588639	15.43320531	-1.424701733	0.159597683	0.381306836	-6.135251167	Not significant	1.231079994	1.713877257
72_C6H6N4O2_[M+H]+	3073.60723	4162.776088	3451.391466	72_C6H6N4O2_[M+H]+	Not significant	Not significant	Not significant	C6H6N4O2	3-Methylxanthine7-Methylxanthine1-Methylxanthine9-Methylxanthine	-0.302966576	10.59541704	-0.384869576	0.701740561	0.839364475	-7.081787126	Not significant	-0.842743661	10.59541704	-1.056753884	0.295001984	0.542702333	-6.584554839	Not significant	1.354361757	1.122912333
720_C16H31N5O3_[M+H]+	746.5422703	6768.440498	1612.973258	720_C16H31N5O3_[M+H]+	Not significant	Not significant	Not significant	C16H31N5O3	UNKNOWN_371	2.290148238	7.625945053	1.109885186	0.271962125	0.531875295	-6.540041834	Not significant	0.010598834	7.625945053	0.004755532	0.996223157	0.999229839	-7.079989928	Not significant	9.066386148	2.160592002
722_C15H27NO4_[M+H]+	70674.5	102169.3725	58560.315	722_C15H27NO4_[M+H]+	Not significant	Not significant	Not significant	C15H27NO4	2-Octenoylcarnitine3-(2E)-oct-2-enoyloxy-4-(trimethylazaniumyl)butanoate(3S)-3-(2E)-oct-2-enoyloxy-4-(trimethylazaniumyl)butanoate	0.30396884	15.7348307	0.783209389	0.436687935	0.666902332	-6.848084257	Not significant	0.02786378	15.7348307	0.070867701	0.943746637	0.978812274	-7.141132411	Not significant	1.44563276	0.828591854
724_C8H8O4_[M+H]+	24242.95241	6916.468332	8753.040431	724_C8H8O4_[M+H]+	Not significant	Not significant	Not significant	C8H8O4	HomogentisicacidVanillicacid3-Hydroxymandelicacidp-Hydroxymandelicacid34-Dihydroxybenzeneaceticacid5-Methoxysalicylicacid34-Dihydroxymandelaldehyde246-Trihydroxyacetophenone26-Dimethoxy-14-benzoquinone3-Acetyl-4-hydroxy-6-methyl-2H-pyran-2-oneThermophillin3-MethoxysalicylicacidIsovanillicacid35-Dihydroxyphenylaceticacid3-hydroxy-5-methoxybenzoicacid2-hydroxy-4-methoxybenzoicacid3-hydroxy-2-methoxybenzoicacidQuinolaceticacid?	-0.859192035	10.77949255	-1.000220172	0.321502674	0.57687373	-6.629628584	Not significant	-0.881666974	10.77949255	-1.026384157	0.309119822	0.54720875	-6.603298262	Not significant	0.285298103	0.361055051
726_C18H35N5O3_[M+H]+	3244.591543	1496.749609	1779.194699	726_C18H35N5O3_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C18H35N5O3	UNKNOWN_372	0.99392698	10.34912302	2.044527015	0.045445491	0.167174484	-5.116256306	Not significant	1.784513227	10.34912302	3.623411344	0.000612926	0.005360209	-1.164485282	ControlVsCNV	0.461306019	0.548357066
728_C21H30O5_[M+H]+	17850.8805	17779.1085	20103.693	728_C21H30O5_[M+H]+	Not significant	Not significant	Not significant	C21H30O5	Cortisol18-Hydroxycorticosterone17a21-Dihydroxy-5b-pregnane-31120-trioneIsohumuloneAAdhumulone5-Hydroxy-4-methoxy-5-(1-oxo-91215-hexadecatrienyl)-2(5H)-furanone(R)-Humulone11beta1721-trihydroxypregn-4-ene-320-dione11beta1821-trihydroxy-pregn-4-ene-320-dione1721-dihydroxy-5beta-pregnane-31120-trione1721-dihydroxy-5alpha-pregnane-31120-trione2beta3beta14-trihydroxy-5beta-pregn-7-ene-620-dione11b21-Dihydroxy-320-oxo-5b-pregnan-18-al11beta20-Dihydroxy-3-oxopregn-4-en-21-oicacid11beta20R-dihydroxy-3-oxopregn-4-en-21-oicacid(5Z7E)-(1S3R17R)-131721-tetrahydroxy-910-seco-5710(19)-pregnatrien-20-one?	-0.131986148	14.06498153	-0.668672002	0.506355185	0.717502118	-6.931394443	Not significant	-0.034473982	14.06498153	-0.17239939	0.863723213	0.945302737	-7.128650578	Not significant	0.995979358	1.126201758
730_C15H17N3O4_[M+H]+	4515.957397	5888.7595	4944.395271	730_C15H17N3O4_[M+H]+	Not significant	Not significant	Not significant	C15H17N3O4	Indoleacetylglutamine	-0.496192108	11.71885589	-0.987964171	0.327270424	0.577866063	-6.667222048	Not significant	-1.100327619	11.71885589	-2.162583333	0.034705714	0.123739218	-4.870510135	Not significant	1.303989162	1.094871992
732_C28H52N6O9_[M+H]+	777.8297507	33583.464	14995.78546	732_C28H52N6O9_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C28H52N6O9	UNKNOWN_374	-1.906291219	11.19457892	-2.428737288	0.018269257	0.110690204	-4.317096506	Not significant	-3.316582248	11.19457892	-4.171013157	0.000102558	0.001905999	0.541669623	ControlVsCNV	43.17585432	19.27900733
738_C31H61N5O12_[M+H]+	3560.78	147473.7205	70087.0795	738_C31H61N5O12_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C31H61N5O12	UNKNOWN_375	-1.821122866	13.42432684	-2.386768145	0.020276346	0.114197421	-4.40994243	Not significant	-3.335752367	13.42432684	-4.315432053	6.28E-05	0.001763651	1.013629227	ControlVsCNV	41.41612807	19.6830693
74_C10H14N2O4_[M+H]+	4419.838058	4950.503	2846.44456	74_C10H14N2O4_[M+H]+	Not significant	Not significant	Not significant	C10H14N2O4	PorphobilinogenCarbidopa	0.583349439	11.52470157	1.524713649	0.132760555	0.335268267	-6.00428776	Not significant	-0.578631686	11.52470157	-1.492867315	0.140887395	0.35489841	-6.038296429	Not significant	1.120064341	0.644015578
740_C9H17NO4_[M+H]+	68376.365	77313.605	79215.325	740_C9H17NO4_[M+H]+	Not significant	Not significant	Not significant	C9H17NO4	L-AcetylcarnitineN-lactoyl-Leucine(3S)-3-acetoxy-4-(trimethylammonio)butyrate(3R)-3-acetyloxy-4-(trimethylazaniumyl)butanoate3-(acetyloxy)-4-(trimethylazaniumyl)butanoate	-0.198044148	16.10423444	-1.158046493	0.251587458	0.503647208	-6.486317045	Not significant	-0.130709663	16.10423444	-0.754451232	0.453628132	0.664317975	-6.857350258	Not significant	1.130706568	1.158519102
744_C31H60NO8P_[M+H]+	15514.2485	31480.41464	34814.50972	744_C31H60NO8P_[M+H]+	Not significant	Not significant	Not significant	C31H60NO8P	1-dodecanoyl-2-(9Z-tetradecenoyl)-glycero-3-phosphoethanolamine1-(9Z-tetradecenoyl)-2-dodecanoyl-glycero-3-phosphoethanolamine	-0.308560955	13.8524323	-0.574371392	0.567935702	0.766747199	-6.990262387	Not significant	0.023254018	13.8524323	0.042727682	0.966065244	0.985195249	-7.142748195	Not significant	2.029129199	2.244034555
750_C14H31NO_[M+H]+	4889.088888	3297.936048	3253.437611	750_C14H31NO_[M+H]+	Not significant	Not significant	Not significant	C14H31NO	1-deoxy-tetradecasphinganine	0.750069776	11.45952784	1.549155863	0.126874344	0.328335137	-5.955143333	Not significant	0.829021586	11.45952784	1.712218905	0.09228762	0.256139591	-5.698308192	Not significant	0.674550233	0.665448652
752_C16H35NO10_[M+H]+	1368.200426	25275.21523	3966.396238	752_C16H35NO10_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C16H35NO10	UNKNOWN_381	-0.89694491	11.03163462	-1.499739834	0.139101178	0.347565477	-6.041019428	Not significant	-2.004968828	11.03163462	-3.309156272	0.001611303	0.010301229	-2.075514443	ControlVsCNV	18.47332799	2.898987724
754_C16H29NO4_[M+H]+	14069.9845	17094.407	15011.2025	754_C16H29NO4_[M+H]+	Not significant	Not significant	Not significant	C16H29NO4	N-(3-hydroxy-dodecanoyl)-homoserinelactone	-0.014825035	13.58091426	-0.047997784	0.961882766	0.978776426	-7.15541567	Not significant	-0.273586673	13.58091426	-0.874339073	0.385536664	0.616865078	-6.759767318	Not significant	1.214955638	1.066895454
756_C9H14O3_[M+H]+	2104.882134	2005.335443	1926.361951	756_C9H14O3_[M+H]+	Not significant	Not significant	Not significant	C9H14O3	14-Ipomeadiolcis-3-Hexenylpyruvate8-hydroxy-6S-methyl-2E4E-octadienoicacid4-oxo-2E-nonenoicacid	0.110815859	10.63581772	0.325956944	0.745629087	0.860479873	-7.10291268	Not significant	0.479414371	10.63581772	1.391966755	0.169242838	0.391166229	-6.180310886	Not significant	0.952706763	0.915187563
758_C15H27NO4_[M+H]+	52797.6595	73879.96	40690.956	758_C15H27NO4_[M+H]+	Not significant	Not significant	Not significant	C15H27NO4	2-Octenoylcarnitine3-(2E)-oct-2-enoyloxy-4-(trimethylazaniumyl)butanoate(3S)-3-(2E)-oct-2-enoyloxy-4-(trimethylazaniumyl)butanoate	0.384118656	15.07126345	0.894075118	0.374973693	0.624058552	-6.7552064	Not significant	-0.20589978	15.07126345	-0.47306845	0.637938404	0.804513966	-7.030761382	Not significant	1.399303695	0.770696209
76_C9H11NO6S_[M+H]+	22169.778	26528.3885	17878.715	76_C9H11NO6S_[M+H]+	Not significant	Not significant	Not significant	C9H11NO6S	2-Methoxyacetaminophensulfate	0.508240287	14.10454257	1.421931061	0.160397158	0.382231788	-6.151851963	Not significant	-0.426271296	14.10454257	-1.17721297	0.243914777	0.488356368	-6.451410711	Not significant	1.19660145	0.806445378
762_C25H31NO12_[M+H]+	8879.423	7560.6913	7080.33985	762_C25H31NO12_[M+H]+	Not significant	Not significant	Not significant	C25H31NO12	4-Demethylsimmondsin2-(E)-ferulate3-Demethylsimmondsin2-(Z)-ferulate	0.80162542	12.35451642	1.388083846	0.170416068	0.397923665	-6.198347435	Not significant	0.73602319	12.35451642	1.258042209	0.213413408	0.450647448	-6.354403313	Not significant	0.851484528	0.797387381
764_C20H27N5O5S_[M+H]+	2433.572016	2536.451317	2990.286858	764_C20H27N5O5S_[M+H]+	Not significant	Not significant	Not significant	C20H27N5O5S	Glisoxepide	-0.95399333	10.03754407	-1.539291923	0.129166736	0.330766753	-5.982587276	Not significant	-0.139928131	10.03754407	-0.222864134	0.824423594	0.929733177	-7.118574299	Not significant	1.042275018	1.228764482
766_C45H70NO8P_[M+H]+	1659.8791	54143.0655	30037.46455	766_C45H70NO8P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C45H70NO8P	PE(18:4(6Z9Z12Z15Z)/22:6(4Z7Z10Z13Z16Z19Z))PE(20:5(5Z8Z11Z14Z17Z)/20:5(5Z8Z11Z14Z17Z))PE(22:6(4Z7Z10Z13Z16Z19Z)/18:4(6Z9Z12Z15Z))1-(6Z9Z12Z15Z-octadecatetraenoyl)-2-(4Z7Z10Z13Z16Z19Z-docosahexaenoyl)-glycero-3-phosphoethanolamine12-di-(5Z8Z11Z14Z17Z-eicosapentaenoyl)-sn-glycero-3-phosphoethanolamine1-(4Z7Z10Z13Z16Z19Z-docosahexaenoyl)-2-(6Z9Z12Z15Z-octadecatetraenoyl)-glycero-3-phosphoethanolamine	-1.809653593	12.24696514	-2.467792893	0.016563735	0.104636273	-4.229513842	Not significant	-3.077560627	12.24696514	-4.14266077	0.000112831	0.001905999	0.450015077	ControlVsCNV	32.61868018	18.09617613
768_C23H45N5O6_[M+H]+	7493.97961	16487.13137	14473.52144	768_C23H45N5O6_[M+H]+	Not significant	Not significant	Not significant	C23H45N5O6	UNKNOWN_387	0.044286494	12.30163826	0.071332461	0.943378353	0.967380236	-7.154007949	Not significant	0.127690069	12.30163826	0.203017056	0.839831638	0.931800781	-7.122843702	Not significant	2.200050204	1.931353192
772_C13H16O5_[M+H]+	5362.915951	4528.127948	5109.201252	772_C13H16O5_[M+H]+	Not significant	Not significant	Not significant	C13H16O5	1-(246-Trimethoxyphenyl)-13-butanedioneMethyl345-trimethoxycinnamate2-246-trihydroxy-3-(3-methylbut-2-en-1-yl)phenylaceticacid2-24-dihydroxy-3-(3-methylbut-2-en-1-yl)phenyl-2-hydroxyaceticacid	0.118586113	11.58785648	0.236059249	0.81423214	0.906082657	-7.115507873	Not significant	0.53659088	11.58785648	1.068145644	0.289953876	0.541675411	-6.572481152	Not significant	0.844340652	0.952690905
774_C7H6O3_[M+H]+	17696.79931	29847.12568	7818.591401	774_C7H6O3_[M+H]+	Not significant	Not significant	Not significant	C7H6O3	4-HydroxybenzoicacidSalicylicacid3-HydroxybenzoicacidGentisatealdehyde2-Methoxy-14-benzoquinonealpha-FurylmethyldiketoneSesamol34-DihydroxybenzaldehydekeratansulfateII(core2-linked)degradationproduct1	1.101142638	11.10817236	1.365115494	0.177484239	0.406241703	-6.2293019	Not significant	-0.152490261	11.10817236	-0.18660678	0.852619578	0.939807787	-7.126073679	Not significant	1.686583272	0.44180822
776_C11H22N2O4S_[M+Na]+	17787.5785	21372.455	27865.9255	776_C11H22N2O4S_[M+Na]+	Not significant	Not significant	Not significant	C11H22N2O4S	Pantetheine	-0.688457527	14.1422062	-2.192903631	0.032334996	0.138168664	-4.821354889	Not significant	-0.430367646	14.1422062	-1.353136171	0.181258506	0.406844152	-6.232490095	Not significant	1.201538197	1.56659466
778_C9H7N_[M+H]+	20574.53305	6460.306467	9238.201	778_C9H7N_[M+H]+	Not significant	Not significant	Not significant	C9H7N	3-Methylene-indolenineQuinolineIsoquinoline	0.023448993	12.56862137	0.051945111	0.95875077	0.97761702	-7.155216223	Not significant	0.429937847	12.56862137	0.940125107	0.351049096	0.586346869	-6.700277015	Not significant	0.31399529	0.449011454
78_C7H5NO2_[M+H]+	1844.984412	2724.955775	2678.685344	78_C7H5NO2_[M+H]+	Not significant	Not significant	Not significant	C7H5NO2	2-Benzoxazolol	-0.478333983	10.95920962	-1.643393452	0.10570769	0.289754258	-5.822126996	Not significant	-0.55215046	10.95920962	-1.872523382	0.066173529	0.200466869	-5.422985163	Not significant	1.476953278	1.451874241
780_C11H9NO_[M+H]+	153088.215	38762.13089	58029.03325	780_C11H9NO_[M+H]+	Not significant	Not significant	Not significant	C11H9NO	UNKNOWN_393	0.878745695	15.08210879	1.577479314	0.120313109	0.317225035	-5.912301738	Not significant	0.7851519	15.08210879	1.389805754	0.170083556	0.391234384	-6.169440227	Not significant	0.253201273	0.379056175
781_C14H13N7O7_[M+Na]+	1808.05815	2499.4205	3232.535385	781_C14H13N7O7_[M+Na]+	Not significant	Not significant	Not significant	C14H13N7O7	UNKNOWN_393	-0.741451303	10.76266008	-1.576145491	0.120426934	0.317225035	-5.92688206	Not significant	-0.888873016	10.76266008	-1.865146236	0.067217808	0.202967127	-5.436127731	Not significant	1.382378382	1.787849237
784_C9H7N_[M+H]+	16268.7029	9437.688312	9095.6535	784_C9H7N_[M+H]+	Not significant	Not significant	Not significant	C9H7N	3-Methylene-indolenineQuinolineIsoquinoline	-0.072422237	12.89654557	-0.165385537	0.86921516	0.931517287	-7.142754791	Not significant	0.130319193	12.89654557	0.293760551	0.769988646	0.887780665	-7.100081095	Not significant	0.580113139	0.559089041
786_C11H11NO2_[M+H]+	160685.04	41714.31954	62637.2365	786_C11H11NO2_[M+H]+	Not significant	Not significant	Not significant	C11H11NO2	Indole-3-propionicacidPhensuximideIndole-3-methylacetate	0.693187321	15.11917527	1.27171536	0.208545748	0.447504417	-6.350171116	Not significant	0.976113371	15.11917527	1.767661336	0.082373018	0.238624337	-5.605456037	Not significant	0.259603007	0.389813741
788_C22H30N6O4S_[M+H]+	40943.3705	54550.056	57379.155	788_C22H30N6O4S_[M+H]+	Not significant	Not significant	Not significant	C22H30N6O4S	Sildenafil	-0.681846271	15.33287514	-2.250282494	0.028235593	0.127679975	-4.702620862	Not significant	-0.534543251	15.33287514	-1.741377455	0.086914866	0.245679312	-5.649716845	Not significant	1.332329394	1.401427247
790_C16H21N5O2_[M+H]+	21654.5615	27307.018	21256.161	790_C16H21N5O2_[M+H]+	Not significant	Not significant	Not significant	C16H21N5O2	Alizapride	0.026886998	14.40435149	0.151998616	0.879715077	0.932907138	-7.14490197	Not significant	-0.234498028	14.40435149	-1.308567127	0.195838329	0.430103147	-6.290670916	Not significant	1.261028444	0.981602006
792_C18H28O4_[M+K]+	3173.785479	4815.584392	6567.594199	792_C18H28O4_[M+K]+	Not significant	Not significant	Not significant	C18H28O4	MethylgingerolDiplodiatoxinCorchorifattyacidACorchorifattyacidDDihydrocapsiate5-O-Methylembelin(6E8E10R12Z)-10-Hydroxy-3-oxooctadecatrienoicacid(6E8E10S12Z)-10-Hydroxy-3-oxooctadecatrienoicacid11-(2-ethyl-3-oxocyclopent-1-en-1-yl)-9S-hydroxyundec-10E-enoicacid8-(2-(3S-hydroxypent-1E-en-1-yl)-5-oxocyclopent-1-en-1-yl)octanoicacid11-(2-ethyl-3-oxocyclopent-1-en-1-yl)-9S-hydroxyundec-10E-enoicacid8-(2-(3R-hydroxypent-1E-en-1-yl)-5-oxocyclopent-1-en-1-yl)octanoicacid(SE)-11-(2-ethyl-5-oxocyclopent-1-en-1-yl)-9-hydroxyundec-10-enoicacid(RE)-11-(2-ethyl-5-oxocyclopent-1-en-1-yl)-9-hydroxyundec-10-enoicacid8-((1S2S)-2-((SE)-3-hydroxypent-1-en-1-yl)-5-oxocyclopent-3-en-1-yl)octanoicacid8-((1S2S)-2-((RE)-3-hydroxypent-1-en-1-yl)-5-oxocyclopent-3-en-1-yl)octanoicacid(SE)-11-((1S2S)-2-ethyl-5-oxocyclopent-3-en-1-yl)-9-hydroxyundec-10-enoicacid(RE)-11-((1S2S)-2-ethyl-5-oxocyclopent-3-en-1-yl)-9-hydroxyundec-10-enoicacid8-((1R2R)-2-((RE)-3-hydroxypent-1-en-1-yl)-5-oxocyclopent-3-en-1-yl)octanoicacid8-((1R2R)-2-((SE)-3-hydroxypent-1-en-1-yl)-5-oxocyclopent-3-en-1-yl)octanoicacid(RE)-11-((1R2R)-2-ethyl-5-oxocyclopent-3-en-1-yl)-9-hydroxyundec-10-enoicacid(SE)-11-((1R2R)-2-ethyl-5-oxocyclopent-3-en-1-yl)-9-hydroxyundec-10-enoicacid8-((1R5R)-5-((SE)-3-hydroxypent-1-en-1-yl)-4-oxocyclopent-2-en-1-yl)octanoicacid8-((1R5R)-5-((RE)-3-hydroxypent-1-en-1-yl)-4-oxocyclopent-2-en-1-yl)octanoicacid(SE)-11-((1R5R)-5-ethyl-4-oxocyclopent-2-en-1-yl)-9-hydroxyundec-10-enoicacid(RE)-11-((1R5R)-5-ethyl-4-oxocyclopent-2-en-1-yl)-9-hydroxyundec-10-enoicacid8-((1S5S)-5-((RE)-3-hydroxypent-1-en-1-yl)-4-oxocyclopent-2-en-1-yl)octanoicacid8-((1S5S)-5-((SE)-3-hydroxypent-1-en-1-yl)-4-oxocyclopent-2-en-1-yl)octanoicacid(RE)-11-((1S5S)-5-ethyl-4-oxocyclopent-2-en-1-yl)-9-hydroxyundec-10-enoicacid(SE)-11-((1S5S)-5-ethyl-4-oxocyclopent-2-en-1-yl)-9-hydroxyundec-10-enoicacid	-0.435868862	11.4063201	-0.687769993	0.494336703	0.711568515	-6.918400763	Not significant	-0.728273672	11.4063201	-1.134335395	0.261316446	0.509979675	-6.500378712	Not significant	1.517299901	2.069325178
794_C10H12N4O5S_[M+K]+	3910.172859	4102.291133	4852.418035	794_C10H12N4O5S_[M+K]+	Not significant	Not significant	Not significant	C10H12N4O5S	Tazobactam	-0.345931473	11.82230424	-1.061534131	0.292843768	0.556720798	-6.592353813	Not significant	0.136610794	11.82230424	0.413798011	0.68054691	0.833377788	-7.0572425	Not significant	1.049132936	1.240972768
796_C18H38O10_[M+H]+	12298.318	243234.9825	91691.1725	796_C18H38O10_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C18H38O10	UNKNOWN_400	-1.32236981	14.83617448	-2.240939936	0.028870054	0.128666057	-4.722129193	Not significant	-2.563194669	14.83617448	-4.287640619	6.90E-05	0.001796388	0.922158831	ControlVsCNV	19.77790642	7.455586406
798_C19H37N5O6_[M+H]+	18344.295	319141.505	127828.925	798_C19H37N5O6_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C19H37N5O6	UNKNOWN_401	-1.35409696	15.41538047	-2.400078328	0.019619408	0.113669946	-4.380640376	Not significant	-2.514031261	15.41538047	-4.398512401	4.72E-05	0.001562257	1.288853539	ControlVsCNV	17.39731644	6.968320396
8_C17H31BN6O5_[M+Na]+	3444.44525	3119.18476	3930.5725	8_C17H31BN6O5_[M+Na]+	Not significant	Not significant	Not significant	C17H31BN6O5	UNKNOWN_102	0.505335145	11.13217914	0.803221287	0.425123544	0.661224036	-6.832206437	Not significant	0.590856813	11.13217914	0.927037812	0.357745322	0.592275203	-6.712445707	Not significant	0.905569557	1.141133685
80_C11H12N2O3_[M+H]+	5545.8175	7927.791	6998.3505	80_C11H12N2O3_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C11H12N2O3	5-Hydroxy-L-tryptophanp-Hydroxyl-ethotoin	-0.352345301	12.6109227	-1.917480413	0.06010185	0.198190743	-5.354520891	Not significant	-0.509516785	12.6109227	-2.737035579	0.008214486	0.040366764	-3.583311563	ControlVsCNV	1.429508093	1.261915038
800_C34H66NO10P_[M+H]+	593.1251254	16978.84689	8937.984168	800_C34H66NO10P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C34H66NO10P	PS(14:0/14:0)12-ditetradecanoyl-sn-glycero-3-phosphoserine1-pentadecanoyl-2-tridecanoyl-glycero-3-phosphoserine1-tridecanoyl-2-pentadecanoyl-glycero-3-phosphoserine1-dodecanoyl-2-hexadecanoyl-glycero-3-phosphoserine1-hexadecanoyl-2-dodecanoyl-glycero-3-phosphoserine	-1.875174505	10.71979257	-2.457162338	0.017067719	0.105478504	-4.242622347	Not significant	-3.138791532	10.71979257	-4.061223967	0.000150649	0.002264465	0.187223023	ControlVsCNV	28.62607932	15.06930626
802_C21H41N5O7_[M+H]+	9043.66415	125007.4157	41940.426	802_C21H41N5O7_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C21H41N5O7	Netilmicin	-1.207915329	13.79059199	-1.642169343	0.105961913	0.289754258	-5.824069522	Not significant	-2.218425903	13.79059199	-2.977048224	0.004239717	0.023836099	-2.976138018	ControlVsCNV	13.82265127	4.637547935
804_C17H36O8_[M+H]+	7969.286	16433.02422	15981.90029	804_C17H36O8_[M+H]+	Not significant	Not significant	Not significant	C17H36O8	UNKNOWN_403	-0.22620543	12.53596828	-0.347856022	0.729206551	0.853235182	-7.095467022	Not significant	0.507894583	12.53596828	0.77095597	0.443859768	0.655187906	-6.844750534	Not significant	2.062044733	2.005436909
806_C27H40N4O4_[M+H]+	2776.725357	28334.65495	9215.014089	806_C27H40N4O4_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C27H40N4O4	CeanothineD	-1.139577572	11.78114006	-1.790455054	0.07868725	0.235921286	-5.579512418	Not significant	-2.342121082	11.78114006	-3.58169273	0.000706447	0.005599254	-1.283573959	ControlVsCNV	10.20434192	3.318662418
808_C18H35N5O4_[M+H]+	33122.0785	38323.70306	30985.5915	808_C18H35N5O4_[M+H]+	Not significant	Not significant	Not significant	C18H35N5O4	UNKNOWN_404	0.434120912	14.11987186	0.709756684	0.48069642	0.703958264	-6.902996113	Not significant	0.454006944	14.11987186	0.73269086	0.466695312	0.673873138	-6.873553421	Not significant	1.157044026	0.93549659
810_C10H9NO2_[M+H]+	109846.475	126227.4	118367.695	810_C10H9NO2_[M+H]+	Not significant	Not significant	Not significant	C10H9NO2	Indoleaceticacid5-HydroxyindoleacetaldehydeHydroxymethylindol-3-ylketone1-Methoxy-1H-indole-3-carboxaldehyde	-0.142384796	16.72524899	-0.715467941	0.477187944	0.702147749	-6.89891666	Not significant	-0.273088652	16.72524899	-1.354533375	0.180815172	0.406834136	-6.230636583	Not significant	1.149125632	1.077573905
812_C11H14O4_[M+H]+	33009.75174	2312.480696	5802.705961	812_C11H14O4_[M+H]+	Not significant	Not significant	Not significant	C11H14O4	Sinapylalcohol5-(35)-Dihydroxyphenyl-gamma-valerolactone34-Dihydroxyphenylvalericacid3-Methyl-1-(246-trihydroxyphenyl)-1-butanone2-Hydroxy-46-dimethoxy-3-methylacetophenone2-Methoxy-4-(4-methyl-13-dioxolan-2-yl)phenol2-Methoxy-3-(4-methoxyphenyl)propanoicacidBancroftinone3-(4-Hydroxy-3-methoxyphenyl)-2-methylpropionicacid22-dimethyl-34-dihydro-2H-1-benzopyran-457-triol3-(35-dimethoxyphenyl)propanoicacid2-(2E)-4-hydroxy-3-methylbut-2-en-1-ylbenzene-135-triol2-(4-hydroxy-3-methylbut-2-en-1-yl)benzene-135-triol4-(3-methylbut-2-en-1-yl)benzene-1235-tetrol2-(33-dimethyloxiran-2-yl)methylbenzene-135-triol2-(34-dimethoxyphenyl)propanoicacid3-hydroxy-4-(4-hydroxy-3-methoxyphenyl)butan-2-one4-(34-dihydroxy-5-methoxyphenyl)butan-2-one4-(24-dihydroxy-5-methoxyphenyl)butan-2-one4-(24-dihydroxy-3-methoxyphenyl)butan-2-one1-hydroxy-4-(4-hydroxy-3-methoxyphenyl)butan-2-one4-hydroxy-4-(4-hydroxy-3-methoxyphenyl)butan-2-one	0.41443478	11.16337891	0.715479627	0.477180779	0.702147749	-6.89890828	Not significant	0.889709931	11.16337891	1.51617388	0.134902388	0.341678999	-6.004183969	Not significant	0.070054471	0.175787628
814_C18H20N2O6_[M+H]+	1339.465274	3130.18895	2387.792203	814_C18H20N2O6_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C18H20N2O6	DityrosineNitrendipine	-1.023186115	10.71731667	-3.029658411	0.003651625	0.041790815	-2.850190813	ControlVsPCV	-1.201290901	10.71731667	-3.511128384	0.000870418	0.006455017	-1.496171006	ControlVsCNV	2.336894438	1.782645843
816_C17H27NO4_[M+H]+	32201.5299	52422.60905	20401.0245	816_C17H27NO4_[M+H]+	Not significant	Not significant	Not significant	C17H27NO4	NadololMetipranolol3-(2E5Z7E)-deca-257-trienoyloxy-4-(trimethylazaniumyl)butanoate	0.474187302	14.34994491	0.935487817	0.353412425	0.607816917	-6.717447727	Not significant	-0.436372842	14.34994491	-0.849777885	0.39893981	0.627597225	-6.780901265	Not significant	1.627953989	0.633542088
818_C30H62O16_[M+H]+	420.5823403	22383.57605	10749.84322	818_C30H62O16_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C30H62O16	UNKNOWN_406	-2.405022664	10.36366556	-2.835333508	0.00629038	0.062138138	-3.351560922	Not significant	-3.831846487	10.36366556	-4.459155054	3.83E-05	0.001477588	1.49138879	ControlVsCNV	53.22043725	25.55942604
82_C9H18N2O3_[M+H]+	9756.748942	11343.95829	8732.2322	82_C9H18N2O3_[M+H]+	Not significant	Not significant	Not significant	C9H18N2O3	Alanyl-IsoleucineAlanyl-LeucineIsoleucyl-AlanineLeucyl-AlanineN-Acetylisoputreanine	-0.091323348	12.65230567	-0.159101226	0.874141379	0.932907138	-7.143785292	Not significant	-0.223978238	12.65230567	-0.385174048	0.701516218	0.846751998	-7.068771305	Not significant	1.162678097	0.894994045
